Vehicle Type,Fuel Type,Distance(Km),Cargo_Wt.,Engine Size,Age of Vehicle,Mileage,Speed,Acceleration,Road Type,Traffic Conditions,Temperature,Humidity,Wind Speed,Air Pressure,CO2 Emissions,NOx Emissions,PM2.5 Emissions,VOC Emissions,SO2 Emissions,Emission Level
Bus,Petrol,851,1440,5.70313046,25,10011,76.14801592,2.08684641,Rural,Free flow,39.49719622,64.51495567,14.72500683,971.5189746,364.2484172,0.103816235,0.095582815,0.032731792,0.097255642,High
Motorcycle,Petrol,488,1184,2.480655247,21,179111,51.6197343,4.874824901,Highway,Free flow,36.98838707,64.65819178,2.661385637,1039.985719,391.5463449,1.680879327,0.038218448,0.098682056,0.044005923,High
Truck,Electric,485,1503,3.497711233,5,814,2.231047035,0.65916584,Highway,Heavy,31.79779497,88.33590661,5.740033547,1015.537508,139.5880518,0.607272254,0.175560174,0.065542007,0.076718861,Low
Motorcycle,Hybrid,774,1716,4.455698586,13,282294,64.77173846,1.956995445,City,Free flow,21.45868737,18.38720057,1.670745618,978.7814184,370.7471524,0.505115296,0.115047436,0.010865835,0.072283902,High
Motorcycle,Diesel,117,1872,2.690873932,3,3825,118.7120094,2.151976634,City,Moderate,3.909606108,5.915150517,12.31613976,1006.573262,300.8275257,1.495741555,0.029366054,0.090517267,0.094315146,High
Motorcycle,Electric,377,1651,5.85326683,21,50368,41.9687509,3.155234745,Highway,Heavy,22.72153057,38.67005118,9.485429979,1035.320752,231.7247638,0.236133672,0.123537154,0.035389669,0.055099935,Medium
Car,Diesel,130,519,5.804725934,18,75535,115.8671062,2.036298791,Highway,Moderate,24.77962354,56.49051805,18.58009891,1043.443449,402.196744,0.598975321,0.098909087,0.059503511,0.063099612,High
Motorcycle,Diesel,136,416,2.109267938,22,86390,11.544689,0.485180057,Rural,Free flow,4.077908052,28.57096212,14.81106006,957.5035563,490.3463189,0.926610932,0.06840256,0.043050742,0.024596225,High
Motorcycle,Petrol,283,242,3.385692231,6,223923,87.8940139,4.737149991,Highway,Moderate,2.76648122,68.92070045,15.55774725,1028.69085,92.6517151,0.939007237,0.013551315,0.025686087,0.033993962,Low
Motorcycle,Hybrid,422,1394,2.364567211,3,105076,13.71959936,2.080395408,Highway,Heavy,9.846192955,7.391597894,3.287851507,1046.630809,405.0002635,0.39991093,0.051106925,0.064179398,0.066964626,High
Motorcycle,Hybrid,282,1606,2.281170571,1,206089,32.82858883,1.713368636,Highway,Moderate,22.05734845,79.07094711,5.33245041,996.7245802,463.7657842,0.176229638,0.049134479,0.02934668,0.060406464,High
Truck,Electric,510,1292,0.991812126,26,179577,68.50090024,2.233610621,City,Free flow,4.653113464,71.80860197,10.26279087,1049.553401,191.8336584,0.994014317,0.145921412,0.030522108,0.050108183,Medium
Truck,Petrol,378,1968,3.969734537,6,253477,71.13356328,1.082978411,Highway,Moderate,17.78332611,21.39447872,0.269690018,1045.707799,213.3599584,0.779181774,0.05925478,0.082242328,0.073047631,Medium
Car,Diesel,711,1667,3.413930921,2,57899,93.02535807,0.501108423,City,Free flow,34.96187009,29.84542386,17.40256287,1015.689135,407.6474686,0.641213759,0.195933134,0.067881451,0.032044634,High
Car,Electric,557,976,1.067689506,14,213854,73.83736887,0.742892396,Highway,Heavy,4.755016244,80.70020448,15.55480764,1034.76114,479.139068,0.614194839,0.044968571,0.092656319,0.072930149,High
Truck,Diesel,800,1092,2.248961614,0,284745,71.23376453,0.833274135,Highway,Free flow,38.29868681,77.3337843,1.158793704,979.6563118,472.5143083,1.057935914,0.179683627,0.049418399,0.026909115,High
Bus,Electric,164,1176,5.522982607,1,141749,109.4823704,0.988367191,Highway,Heavy,13.66739893,81.37661573,16.98067824,1041.746365,75.03190254,0.141164197,0.079402311,0.055451872,0.054525269,Low
Truck,Diesel,143,917,2.045721831,9,260321,54.25929027,2.099801061,Highway,Free flow,-4.954583118,32.22428449,0.089762296,1009.188911,442.142697,0.301556391,0.199887079,0.016246536,0.020214224,High
Motorcycle,Electric,499,1463,1.553453335,15,218930,27.03189344,3.119496345,Highway,Heavy,-7.248030314,96.95711835,2.284386371,1000.966559,313.904077,0.717887761,0.162717907,0.042382835,0.056549077,High
Truck,Diesel,102,1276,3.345154353,24,123355,19.4146302,3.14443919,Rural,Moderate,6.933725715,71.53382294,1.107291059,1033.566176,239.5069588,1.011647427,0.124767279,0.014388452,0.083920829,Medium
Truck,Electric,795,1580,5.925382361,27,164364,47.99935162,0.000487848,Highway,Heavy,2.937947836,6.52007874,9.583198637,1038.949438,430.4903522,1.418271842,0.16781984,0.041508977,0.053532396,High
Bus,Hybrid,288,704,2.058687412,14,128424,85.53033062,4.604788334,City,Heavy,32.18566636,47.7734854,15.6809956,1020.124907,410.1951459,0.656903257,0.180385178,0.046784849,0.039513949,High
Bus,Petrol,618,1681,4.295104847,23,125451,5.105218192,4.114235903,City,Moderate,26.88192107,66.45470455,3.570783237,952.5036283,279.2068802,1.367385374,0.199541618,0.025574728,0.02241557,Medium
Car,Electric,519,549,4.760422,14,204775,15.48640638,4.819690197,Rural,Heavy,34.22731434,16.86501923,15.42972922,1009.720614,234.8242072,0.835585102,0.042337908,0.086957794,0.042294846,Medium
Bus,Diesel,662,1935,2.035715229,13,147256,12.73361521,1.799931724,City,Heavy,19.46267491,90.17689267,3.698495643,1032.16559,262.6129627,1.571968953,0.121101571,0.040306441,0.087115315,Medium
Car,Electric,622,1075,4.586725013,21,220408,70.23001837,3.323996383,Rural,Moderate,11.77286238,75.41087012,19.81072679,1004.526934,193.2605807,1.013175792,0.083498043,0.014926779,0.04519991,Medium
Car,Electric,546,1042,2.71247229,13,61377,29.14375806,0.840103746,Highway,Free flow,3.528396404,8.143176773,17.06949069,1043.485864,356.2342497,1.128641731,0.083236801,0.045133953,0.026640488,High
Car,Hybrid,764,1017,4.087990319,5,45161,19.9511314,4.085165136,Highway,Free flow,19.15544172,91.31981082,14.74373548,1039.731739,451.415102,0.926633566,0.13014085,0.05932339,0.089962623,High
Bus,Hybrid,81,1046,4.094354496,13,166078,71.13248637,0.806838615,Highway,Heavy,20.90123891,40.43696801,11.83376846,1002.967625,162.7250174,0.352496242,0.10579037,0.053023338,0.093522405,Medium
Car,Hybrid,439,290,3.586028357,16,148616,91.35718985,1.629928504,Rural,Free flow,9.647378187,45.24694776,4.850963939,990.3830793,421.4785178,0.425217531,0.164001085,0.060704127,0.095857933,High
Truck,Electric,194,1270,1.269506804,17,12987,39.85858997,2.45417428,Rural,Heavy,36.82977109,78.31081604,2.38535244,955.5076451,212.3349422,0.860939691,0.072373104,0.089428037,0.056687379,Medium
Car,Diesel,167,873,5.143572977,19,5239,69.38455268,2.972658344,Rural,Moderate,21.99772942,64.39976834,9.20613504,1013.259774,109.3229945,0.287757083,0.11069957,0.012640157,0.060598887,Low
Car,Hybrid,254,1506,2.468056338,18,44785,11.77492958,2.798165121,Rural,Heavy,31.87406003,43.75286952,8.053205085,976.5964705,68.22276943,0.366363798,0.193458847,0.081032004,0.037317442,Low
Truck,Electric,719,1319,1.769896254,29,23358,112.2229237,0.510480059,Highway,Free flow,21.01953737,25.96246577,13.48961846,1016.845231,265.7126912,1.285096708,0.027198016,0.043829966,0.040318247,Medium
Car,Electric,582,1005,1.012030736,16,187522,40.42754224,2.108380014,Rural,Moderate,5.826839267,51.6895732,3.401795027,1029.876124,305.7410914,1.30315921,0.061016548,0.044558521,0.056372468,High
Car,Hybrid,58,889,3.872643305,15,219592,119.7006832,4.614546321,Rural,Moderate,26.83095789,57.91797474,11.24256934,990.8693511,52.71512512,0.34212938,0.029314219,0.063120584,0.024558481,Low
Bus,Diesel,400,663,4.323334682,7,159500,117.4305307,4.361842639,Highway,Heavy,1.512726544,63.09323477,13.86700428,951.5584738,343.6820139,1.722255116,0.021916702,0.063421743,0.096607235,High
Car,Diesel,322,1409,0.88625671,6,9096,93.45881392,2.953917616,City,Free flow,19.83046825,60.50632496,5.979325174,1036.525343,283.338252,1.727778638,0.013164356,0.019510411,0.071654251,Medium
Motorcycle,Electric,434,301,3.462883903,19,47582,2.408051449,2.861622877,City,Heavy,10.11831715,61.73034963,15.60028542,1004.900711,498.8372231,0.821485802,0.079444318,0.067049291,0.014200929,High
Car,Electric,268,1142,1.977778031,27,188467,65.21699045,0.558375913,Highway,Moderate,-2.50575656,47.5737595,8.63685747,981.4791438,97.03201942,1.046126309,0.171222965,0.025784624,0.033242577,Low
Truck,Hybrid,673,1501,4.15489851,11,101494,10.42037045,1.001297262,Rural,Moderate,10.66202878,56.1887839,3.252621918,1013.379605,367.2585903,1.622937114,0.055918713,0.036545633,0.037013166,High
Motorcycle,Diesel,339,481,1.706705431,8,263431,107.4165631,1.263198713,Rural,Heavy,5.514041473,28.86381847,3.895400939,1017.439413,147.6644336,1.549143378,0.071640018,0.053520708,0.010925841,Low
Motorcycle,Hybrid,149,1531,4.392876238,26,185582,94.75635032,2.440978643,City,Free flow,-4.388895915,15.83749153,5.577968238,964.7466707,142.8539414,0.7892213,0.172703062,0.070059768,0.098585632,Low
Bus,Hybrid,831,743,2.811023801,13,23902,116.6808452,3.65678024,Rural,Heavy,31.19141143,60.69356859,3.162525387,1014.640153,58.42353905,0.702485311,0.038500223,0.078147458,0.035173768,Low
Car,Diesel,492,1127,5.670995941,19,132844,73.00595438,2.303626778,Highway,Moderate,14.92912782,4.699869188,11.25839133,978.6686981,52.94464534,1.362250243,0.054999833,0.074717154,0.014646833,Low
Truck,Hybrid,594,1320,1.51510891,0,184126,62.66073654,0.630305209,Rural,Moderate,7.317813614,6.520696355,18.98282348,1030.36248,133.9802167,0.790687478,0.145261586,0.056823658,0.088854753,Low
Bus,Petrol,481,1724,2.573545025,9,126800,62.27686271,2.196744385,City,Free flow,15.24821249,24.73159962,17.92146158,1044.151058,128.9760962,1.4099568,0.150797531,0.025316973,0.019944243,Low
Truck,Hybrid,574,444,1.39006231,16,235576,46.37380493,0.813166269,City,Free flow,27.72915588,19.43270125,6.47507968,960.2667368,50.19682581,0.346289174,0.078151226,0.070915245,0.051021216,Low
Motorcycle,Diesel,413,447,5.608406815,16,7213,56.24280807,3.755736758,Highway,Free flow,-9.085230339,37.41131314,17.29338643,1041.73578,372.7170696,1.376874112,0.011994659,0.097894292,0.042817114,High
Truck,Petrol,172,1273,5.362164638,16,277085,76.24950998,0.832504302,City,Heavy,17.33758803,37.12888128,19.08045923,1040.344598,276.6530875,1.591777541,0.082490105,0.083472824,0.017019199,Medium
Car,Hybrid,641,1617,2.141296464,3,26855,111.9537129,2.412669948,Highway,Moderate,13.95753916,11.68554557,5.883342807,984.2907618,228.2654653,1.818749214,0.145940215,0.048787008,0.012932192,Medium
Bus,Electric,508,1691,4.231917039,16,1046,71.50612059,3.467068013,City,Heavy,34.65350958,24.65030095,18.1056976,952.8835516,96.70743403,0.966747613,0.145811727,0.051332927,0.034195619,Low
Car,Diesel,903,1157,5.049555441,17,277053,102.8539131,1.14099032,Highway,Heavy,17.79858294,0.456916962,19.94858129,1016.322539,200.2541953,1.164577708,0.089762476,0.095892707,0.042375443,Medium
Car,Diesel,118,734,3.68704422,19,210186,103.5335894,0.380150538,Highway,Free flow,-3.133857873,35.09638102,15.95343619,984.4711177,261.7652499,0.648929508,0.076267107,0.016098622,0.077192502,Medium
Car,Petrol,496,650,3.554183007,22,94135,62.2599211,2.81649738,City,Free flow,9.434160764,79.64351776,7.8044664,969.1647496,499.1215328,0.385938939,0.143392695,0.063362944,0.075185154,High
Bus,Petrol,640,1170,2.057631913,1,71255,41.69635698,0.271013318,City,Heavy,21.0534686,26.61599885,12.17083209,960.8564456,279.7697909,0.428908604,0.190300826,0.022690758,0.051788786,Medium
Car,Petrol,920,919,1.284134393,7,212568,76.7488648,2.938843215,City,Free flow,-7.703309647,64.3348146,7.283732983,969.6026362,58.77877259,1.704689686,0.160630574,0.016784498,0.028918462,Low
Car,Petrol,862,695,5.465521941,12,220214,53.50528103,3.767492688,Highway,Moderate,34.23245487,9.825517877,19.91922567,973.7466832,143.4837053,1.128801149,0.053561366,0.035594163,0.085794066,Low
Car,Diesel,451,458,5.482173897,22,246936,9.772904079,1.646579958,Rural,Moderate,-6.610882964,1.228467176,1.357064754,1029.582552,209.5347523,0.814989209,0.192902202,0.030650722,0.068432329,Medium
Truck,Diesel,200,816,4.092127578,24,235787,45.33709205,2.441747045,Highway,Moderate,-8.470443608,49.8396522,17.8616065,1028.381945,255.1669163,1.741504931,0.12584478,0.01409766,0.041394112,Medium
Motorcycle,Petrol,505,1809,2.562954913,29,272496,119.2886566,4.643809191,Highway,Moderate,-9.899221295,46.14840762,1.490962665,999.4414206,353.4259214,0.316219883,0.031362614,0.086770173,0.088380028,High
Car,Petrol,158,1470,2.615889788,21,271367,5.821424403,2.355544321,Highway,Moderate,24.18722458,19.15191984,0.843956456,1005.33253,315.7668259,1.229040178,0.07399973,0.085168949,0.0836283,High
Motorcycle,Electric,784,957,4.57496953,19,249048,83.60002943,4.982770307,Rural,Free flow,12.79600436,28.65849564,18.79879033,1041.78165,279.1692501,1.602427026,0.147575233,0.071267428,0.010053941,Medium
Motorcycle,Electric,308,1399,5.464973352,21,50044,100.9426446,0.785012057,Rural,Heavy,-4.859115289,3.067140693,17.34563875,1040.804019,427.0524715,0.337343606,0.175262413,0.07915345,0.088202808,High
Bus,Petrol,647,726,5.412849406,14,85000,77.84710842,3.544669512,City,Free flow,32.81042613,79.77998766,7.231234906,1032.86738,138.3120674,0.32904093,0.110603532,0.015990134,0.057646881,Low
Car,Hybrid,170,1086,4.855352838,19,203074,68.36978774,3.263092991,City,Heavy,0.136013705,30.12826963,19.15064377,987.4273795,85.04576062,0.163410419,0.03616938,0.034548447,0.093197348,Low
Motorcycle,Hybrid,804,354,4.13856456,22,293172,84.90653004,4.361524068,Highway,Moderate,6.316207949,21.94564194,17.23713755,986.6552398,427.1920397,1.889722991,0.033474856,0.063249224,0.079364443,High
Bus,Diesel,870,1937,1.237527818,8,57965,51.52112848,0.46221606,Rural,Free flow,-1.113926308,80.46577011,18.03965752,1038.788265,257.9739046,1.415144524,0.071930968,0.090290077,0.023167285,Medium
Motorcycle,Diesel,513,1848,1.640469313,2,234466,10.96340848,1.401032958,Highway,Free flow,36.33781489,3.927369977,11.90230973,1042.651357,299.0094113,0.235735944,0.017125906,0.073620029,0.040704094,Medium
Bus,Hybrid,371,1321,5.47248178,2,69776,115.4846105,0.660896129,Rural,Heavy,27.90333916,28.45258171,19.16657072,1029.845465,426.8230498,1.375389869,0.089525793,0.011603379,0.038052816,High
Car,Petrol,516,1542,3.95343111,1,293603,51.8760924,4.665475611,Highway,Free flow,26.19766983,26.27524619,16.19164415,1025.713601,475.6164008,0.676862611,0.15765485,0.03151928,0.073263202,High
Bus,Diesel,788,920,0.847824668,0,90932,79.84670846,2.133176623,Highway,Free flow,-7.800198496,26.29726145,18.79905721,1005.816401,298.4003218,0.307733387,0.097593871,0.046404142,0.058466885,Medium
Bus,Diesel,974,1269,1.327652023,13,155761,63.75725243,4.550329228,Highway,Heavy,16.13508521,1.149575915,5.630218708,983.8334901,415.515441,1.985218016,0.167764694,0.065964774,0.034344601,High
Motorcycle,Petrol,533,1738,4.250209199,16,176251,6.560768637,1.472034972,Rural,Free flow,18.77262184,93.4671719,10.64195135,974.0632568,295.1524275,0.441777739,0.134885894,0.069826911,0.078542028,Medium
Truck,Electric,316,1195,0.826320236,12,114773,114.3295921,0.631840507,City,Moderate,9.126042004,86.4145199,17.35325658,964.0338302,64.99571859,1.617226025,0.046729492,0.064986741,0.068852574,Low
Car,Electric,520,1496,1.636201867,18,212678,95.10446713,1.482686365,Rural,Moderate,6.087812515,41.44930569,11.59458082,1022.820179,480.1363505,1.774667479,0.050737512,0.016373236,0.081384441,High
Car,Electric,773,1470,3.653415705,29,212243,17.89174734,2.985871797,Rural,Free flow,32.59714301,44.54349353,16.0219672,1027.697882,417.9951978,1.107622929,0.076436652,0.078205921,0.077233107,High
Bus,Hybrid,325,1679,4.397855028,22,181027,117.7978652,4.226162959,Highway,Free flow,-8.849170432,52.41542452,19.46193935,985.8645184,389.0399845,1.954405428,0.112228883,0.070307987,0.065222638,High
Motorcycle,Diesel,994,554,4.190198549,14,80260,88.42816466,1.926953466,Highway,Free flow,21.26774241,47.83158727,16.09125668,950.6041191,248.8215826,0.327747795,0.138871959,0.02920418,0.024943312,Medium
Truck,Petrol,949,1431,1.966200409,26,55871,56.67859805,4.574043296,Rural,Heavy,9.712345698,77.91336913,6.307192412,1043.859628,474.1452996,1.925652461,0.042885399,0.054668344,0.027514615,High
Bus,Electric,191,505,4.503331951,24,191750,73.36440679,1.221160298,City,Free flow,23.29753406,48.84199287,2.373987792,993.7089322,270.4308792,0.234252289,0.039122116,0.03305389,0.080859096,Medium
Bus,Electric,704,962,2.033695255,13,120773,12.80840184,3.467703437,Highway,Free flow,-0.10412271,18.88246705,5.454936516,1047.459105,374.3540024,1.006945884,0.012352159,0.071790762,0.087051173,High
Motorcycle,Hybrid,447,1557,2.49207843,1,60693,67.2493812,3.678566752,City,Moderate,1.932967731,11.69718868,13.25582243,1017.735957,95.26663045,1.724551307,0.031442072,0.029432875,0.055199606,Low
Car,Hybrid,775,1730,4.681755307,6,293577,8.839328642,1.369814597,City,Heavy,19.34269033,91.82714333,0.218887226,962.4013496,148.4874383,1.151064049,0.152848537,0.011814479,0.098843301,Low
Bus,Petrol,343,1722,4.178091075,16,74797,65.38263085,0.134849392,Highway,Free flow,38.99692731,4.838265919,3.794374542,982.6952208,240.8924771,1.208574079,0.020521736,0.048853079,0.036569234,Medium
Truck,Diesel,671,1483,5.215961735,17,210087,66.32348265,1.82618671,Highway,Moderate,38.73417915,89.75605434,6.538052903,1015.705021,311.5840955,0.405870154,0.125097624,0.013871813,0.075851971,High
Bus,Petrol,204,1218,4.21958704,5,277948,104.9326542,0.225980737,Rural,Moderate,2.449049191,69.04791922,17.50449887,1014.925281,412.4995876,1.970260527,0.124166767,0.0138889,0.070274181,High
Motorcycle,Electric,544,1536,3.755204737,26,223853,87.00690003,4.503768877,Highway,Free flow,-4.882448484,40.47046861,1.020082968,973.1985426,158.3923503,0.539137219,0.198584199,0.027202778,0.077182972,Medium
Motorcycle,Petrol,927,1602,1.287108793,20,191187,29.94628707,4.767626315,Rural,Heavy,19.5171619,18.71784487,0.998723196,967.6856861,398.4601043,1.73196621,0.138751602,0.07489576,0.047432142,High
Bus,Electric,529,481,2.712122176,7,78363,106.6111371,3.67689958,Rural,Heavy,10.9991304,31.04822113,11.03565097,977.6790799,450.4964795,1.917455699,0.142859106,0.094852889,0.031988571,High
Car,Electric,243,1406,2.179052312,27,107904,68.78911978,3.633422927,Highway,Heavy,28.08433565,52.98736988,3.555325044,1028.689198,418.3026258,0.633478717,0.027030295,0.056138705,0.046437562,High
Bus,Hybrid,161,310,2.068746146,26,114952,72.76553743,1.204463347,Highway,Moderate,16.39918626,65.68509437,4.844303603,974.1869801,330.0859946,1.48797721,0.176504204,0.071016491,0.027071932,High
Motorcycle,Hybrid,316,1061,5.859654885,1,19477,20.27776431,0.369627883,City,Free flow,15.5293403,69.1472425,3.68472202,1020.178072,414.4966275,0.252710642,0.070803282,0.014460764,0.020063343,High
Car,Petrol,684,248,2.844108168,0,278271,102.9328315,4.010523179,City,Heavy,22.32299341,44.72937117,11.63214275,1036.999961,444.8759233,1.50874609,0.069383669,0.081131808,0.071582833,High
Car,Electric,913,945,5.438642087,15,217790,111.7158138,2.795809658,City,Heavy,-3.679077758,37.39740934,1.110954992,989.1622344,299.7950494,1.020239817,0.098477493,0.050345451,0.098723552,Medium
